age,job,marital,education,default,balance,housing,day,month,duration,loan
39,technician,married,secondary,no,251,yes,17,jul,342,no
31,blue-collar,divorced,secondary,no,-277,yes,17,jul,1008,no
26,services,single,secondary,no,-189,no,17,jul,538,yes
42,management,married,tertiary,no,4,yes,17,jul,795,no
27,services,single,secondary,no,1820,yes,17,jul,1027,no
33,self-employed,divorced,secondary,no,1904,yes,17,jul,1584,no
51,blue-collar,married,primary,no,201,yes,17,jul,582,no
33,admin.,married,secondary,no,0,yes,17,jul,1448,no
30,technician,single,tertiary,no,178,no,17,jul,656,no
52,housemaid,married,primary,no,3798,yes,17,jul,1208,no
42,blue-collar,divorced,primary,no,301,yes,17,jul,1175,no
31,management,divorced,tertiary,no,294,yes,17,jul,536,no
27,services,married,secondary,no,0,yes,17,jul,991,no
44,blue-collar,single,secondary,no,292,no,17,jul,1153,yes
40,entrepreneur,divorced,secondary,no,2998,yes,18,jul,623,no
46,housemaid,divorced,primary,no,2084,yes,18,jul,1081,no
32,services,divorced,secondary,no,454,yes,18,jul,978,no
56,technician,divorced,secondary,no,179,no,18,jul,536,no
33,blue-collar,married,secondary,no,661,yes,18,jul,968,no
33,blue-collar,married,secondary,no,89,yes,18,jul,278,no
32,self-employed,married,primary,no,102,yes,18,jul,560,no
41,blue-collar,divorced,primary,no,138,yes,18,jul,640,no
31,admin.,single,secondary,no,622,no,18,jul,420,no
30,admin.,divorced,secondary,no,10,yes,18,jul,658,no
34,admin.,divorced,secondary,no,-251,no,18,jul,641,no
43,entrepreneur,married,secondary,no,104,yes,18,jul,635,no
28,blue-collar,married,secondary,no,173,no,18,jul,588,no
32,admin.,divorced,secondary,no,-46,no,18,jul,1373,yes
31,blue-collar,divorced,secondary,no,0,yes,18,jul,913,yes
35,entrepreneur,single,tertiary,no,145,yes,18,jul,799,no
31,management,married,tertiary,no,325,yes,18,jul,1139,no
25,services,single,secondary,no,2311,no,21,jul,1105,yes
56,retired,divorced,tertiary,no,158,no,21,jul,854,yes
47,technician,married,secondary,no,1981,yes,21,jul,919,no
39,management,married,tertiary,no,1423,yes,21,jul,733,no
51,management,married,tertiary,no,2455,yes,21,jul,553,no
54,technician,divorced,secondary,no,859,no,21,jul,710,yes
58,retired,married,unknown,no,9004,no,21,jul,891,no
42,unemployed,married,unknown,no,970,yes,21,jul,691,no
56,services,married,primary,no,486,no,21,jul,1877,yes
55,housemaid,married,secondary,no,127,yes,21,jul,1130,no
26,blue-collar,single,primary,no,409,yes,21,jul,577,no
40,admin.,single,secondary,no,664,no,21,jul,1342,no
26,technician,single,secondary,no,223,no,21,jul,1002,yes
35,management,single,tertiary,no,-324,no,21,jul,985,yes
34,services,single,secondary,no,-30,no,21,jul,1360,no
41,management,single,tertiary,no,1253,no,21,jul,1134,no
44,management,married,primary,no,4758,yes,22,jul,712,no
33,management,single,tertiary,no,30,yes,22,jul,1077,no
36,management,divorced,tertiary,no,81,no,22,jul,560,yes
38,technician,married,secondary,no,0,yes,22,jul,1545,no
35,technician,married,tertiary,no,328,yes,22,jul,654,no
41,technician,single,tertiary,no,145,no,22,jul,1833,no
41,management,divorced,unknown,no,465,yes,22,jul,1508,no
28,blue-collar,married,secondary,no,751,yes,22,jul,598,no
26,services,married,secondary,no,-379,yes,22,jul,1237,yes
39,blue-collar,single,secondary,no,0,no,22,jul,864,no
25,admin.,married,unknown,no,349,yes,22,jul,1037,no
37,admin.,married,secondary,no,1110,yes,22,jul,802,no
25,management,married,secondary,no,2228,yes,23,jul,754,no
46,management,divorced,tertiary,no,2166,yes,23,jul,870,no
25,blue-collar,single,secondary,no,-247,yes,23,jul,633,no
28,technician,single,tertiary,no,-123,no,23,jul,690,yes
33,services,divorced,secondary,no,44,no,23,jul,529,yes
32,management,single,secondary,no,131,yes,23,jul,1152,yes
32,blue-collar,married,secondary,no,476,yes,23,jul,956,no
47,technician,single,secondary,no,1101,yes,23,jul,957,no
50,entrepreneur,married,tertiary,no,-168,yes,23,jul,1327,no
27,technician,married,secondary,no,-392,yes,23,jul,228,no
45,admin.,married,secondary,no,524,yes,23,jul,808,no
51,admin.,single,secondary,no,895,no,23,jul,638,no
36,admin.,married,secondary,no,212,yes,23,jul,1201,yes
51,self-employed,married,secondary,no,95,yes,23,jul,1309,no
33,services,single,tertiary,no,395,yes,23,jul,1359,no
59,technician,married,secondary,no,135,yes,23,jul,416,yes
38,entrepreneur,married,tertiary,no,0,no,23,jul,532,no
40,services,married,secondary,no,471,yes,24,jul,430,no
51,blue-collar,married,primary,no,603,yes,24,jul,853,no
41,entrepreneur,single,secondary,no,663,no,24,jul,1204,no
38,entrepreneur,married,secondary,no,593,yes,24,jul,1484,yes
31,management,married,tertiary,no,1224,yes,24,jul,1441,yes
28,admin.,single,secondary,no,2,yes,24,jul,454,no
41,blue-collar,married,secondary,yes,720,no,24,jul,651,yes
33,management,divorced,tertiary,no,990,yes,24,jul,1491,no
25,student,single,secondary,no,1747,yes,24,jul,903,no
45,admin.,divorced,secondary,no,59,yes,24,jul,873,no
31,blue-collar,married,primary,no,33,yes,24,jul,901,no
28,services,single,secondary,no,340,yes,24,jul,821,no
49,technician,divorced,secondary,no,305,no,24,jul,367,no
25,services,married,secondary,no,0,yes,24,jul,458,no
28,unemployed,single,tertiary,no,497,yes,24,jul,1602,no
54,retired,married,secondary,no,1371,no,25,jul,1492,no
28,technician,single,tertiary,no,1628,yes,25,jul,1422,no
27,technician,single,tertiary,no,372,yes,25,jul,728,yes
49,blue-collar,single,primary,no,566,yes,25,jul,979,no
53,blue-collar,married,primary,no,343,yes,25,jul,616,no
26,technician,single,secondary,no,941,no,25,jul,784,yes
37,services,married,secondary,no,775,no,25,jul,1000,yes
34,blue-collar,single,secondary,no,1759,no,25,jul,695,yes
51,retired,married,primary,no,1495,no,25,jul,1946,no
39,housemaid,married,secondary,no,1444,no,25,jul,362,no
35,technician,single,tertiary,no,470,yes,25,jul,743,no
51,unemployed,married,primary,no,1162,yes,25,jul,2015,no
30,management,single,tertiary,no,2,yes,25,jul,1031,yes
42,blue-collar,single,primary,no,1628,yes,25,jul,590,no
54,management,married,secondary,no,1134,yes,25,jul,1330,no
51,blue-collar,married,primary,no,0,yes,25,jul,946,yes
57,retired,divorced,primary,no,63,no,25,jul,1448,yes
30,management,married,tertiary,no,1221,yes,25,jul,279,no
37,blue-collar,single,secondary,no,5024,no,25,jul,661,yes
39,technician,married,secondary,no,10685,yes,25,jul,1369,no
35,technician,married,tertiary,no,1629,no,25,jul,653,no
48,management,married,secondary,no,268,yes,28,jul,458,no
31,management,married,tertiary,no,0,yes,28,jul,664,yes
35,self-employed,married,secondary,no,5613,yes,28,jul,699,no
48,housemaid,married,secondary,no,513,no,28,jul,939,yes
53,housemaid,married,primary,no,362,no,28,jul,1169,no
27,technician,single,secondary,no,3933,no,28,jul,837,no
55,technician,married,secondary,no,3899,yes,28,jul,596,no
40,services,married,secondary,no,473,yes,28,jul,383,no
40,self-employed,single,tertiary,no,1616,no,28,jul,1009,no
38,blue-collar,divorced,secondary,no,1817,yes,28,jul,1096,no
54,retired,single,secondary,no,129,no,28,jul,867,yes
54,technician,married,secondary,no,1938,no,28,jul,551,yes
50,admin.,single,secondary,no,133,no,28,jul,890,no
48,management,divorced,tertiary,no,2263,no,29,jul,874,no
41,services,married,unknown,no,1538,no,29,jul,710,no
51,blue-collar,divorced,primary,no,5,no,29,jul,600,no
42,technician,single,tertiary,no,2625,no,29,jul,2516,no
58,retired,divorced,secondary,no,1080,yes,29,jul,1058,no
47,unemployed,married,secondary,no,312,no,29,jul,884,no
58,admin.,married,secondary,no,145,yes,29,jul,616,no
41,blue-collar,married,secondary,no,-190,no,29,jul,808,yes
50,admin.,married,secondary,no,2678,no,30,jul,1011,no
46,housemaid,married,secondary,no,271,yes,30,jul,1013,no
44,blue-collar,married,secondary,no,0,no,30,jul,684,no
36,services,married,secondary,no,0,no,30,jul,843,no
58,management,divorced,secondary,no,3161,no,30,jul,542,no
44,unemployed,single,primary,yes,-4,no,30,jul,788,yes
49,entrepreneur,divorced,unknown,yes,-701,yes,30,jul,988,no
55,management,married,tertiary,no,-375,no,30,jul,814,no
52,unemployed,married,primary,no,959,no,30,jul,694,no
60,retired,divorced,secondary,no,1091,no,30,jul,441,no
41,services,married,unknown,yes,-1,no,30,jul,1171,yes
36,management,married,tertiary,no,96,no,30,jul,729,no
41,blue-collar,divorced,primary,no,0,no,30,jul,509,no
50,entrepreneur,married,tertiary,no,230,no,30,jul,1089,no
44,housemaid,married,primary,no,-156,no,30,jul,1211,yes
54,technician,married,secondary,no,114,no,30,jul,458,no
35,management,married,tertiary,no,-468,yes,30,jul,540,no
59,retired,divorced,secondary,no,679,no,30,jul,761,no
42,entrepreneur,married,unknown,no,206,yes,30,jul,695,no
27,management,single,tertiary,no,1,yes,30,jul,764,no
59,housemaid,divorced,primary,no,2518,no,30,jul,675,no
43,admin.,married,secondary,no,378,no,30,jul,782,no
39,technician,single,secondary,no,391,no,30,jul,962,yes
33,unemployed,married,secondary,no,-144,no,30,jul,481,no
36,self-employed,single,tertiary,no,1240,no,31,jul,812,no
35,blue-collar,divorced,primary,no,1792,yes,31,jul,630,no
50,blue-collar,married,unknown,no,2284,yes,31,jul,1088,no
55,technician,married,secondary,no,264,yes,31,jul,1150,yes
51,unemployed,divorced,tertiary,no,0,no,31,jul,574,no
48,entrepreneur,married,tertiary,yes,-392,no,31,jul,725,no
55,housemaid,divorced,primary,no,77,no,31,jul,463,no
30,services,married,secondary,no,48,yes,31,jul,662,no
53,blue-collar,married,primary,no,252,no,31,jul,727,no
40,blue-collar,married,secondary,no,1954,no,31,jul,1107,no
44,technician,married,primary,no,755,no,31,jul,829,yes
49,management,divorced,tertiary,no,755,no,31,jul,1212,no
40,admin.,married,secondary,no,341,no,31,jul,1142,no
58,unemployed,married,primary,no,1183,no,31,jul,1721,no
49,services,married,secondary,no,388,no,31,jul,1032,no
38,technician,married,secondary,no,1919,no,4,aug,846,no
51,housemaid,divorced,tertiary,no,1613,no,4,aug,870,no
36,management,divorced,tertiary,no,0,no,4,aug,1165,no
55,retired,married,secondary,no,0,no,4,aug,1110,no
43,technician,married,tertiary,no,0,no,4,aug,1488,no
60,management,divorced,secondary,no,0,no,5,aug,603,no
57,retired,married,secondary,no,466,no,5,aug,641,no
41,technician,married,tertiary,no,515,no,5,aug,837,no
50,technician,married,tertiary,no,2313,no,5,aug,553,no
53,blue-collar,married,secondary,no,-8,no,5,aug,794,no
59,retired,married,primary,no,1634,yes,5,aug,836,yes
59,housemaid,married,primary,no,100,no,5,aug,1134,no
52,unknown,married,unknown,no,5361,no,5,aug,607,no
58,management,divorced,tertiary,no,1257,no,5,aug,1536,no
59,retired,married,primary,no,3400,yes,5,aug,515,no
49,technician,single,secondary,no,1377,no,5,aug,935,no
33,management,divorced,tertiary,no,2885,no,5,aug,1051,no
55,blue-collar,married,primary,no,512,no,5,aug,1200,no
42,technician,married,tertiary,no,921,no,5,aug,531,no
52,services,married,secondary,no,1000,no,5,aug,766,no
38,technician,married,tertiary,no,202,no,5,aug,1311,no
55,technician,married,tertiary,no,169,no,5,aug,618,yes
49,technician,married,tertiary,no,3726,no,5,aug,875,no
56,technician,divorced,secondary,no,146,yes,5,aug,419,no
46,technician,married,secondary,no,940,no,5,aug,1227,no
57,retired,divorced,tertiary,no,734,no,6,aug,1357,no
61,retired,married,secondary,no,77,no,6,aug,455,no
45,admin.,married,secondary,no,925,no,6,aug,406,no
39,management,married,tertiary,no,1836,no,6,aug,902,no
46,admin.,married,secondary,no,660,no,6,aug,740,no
43,management,single,tertiary,no,1304,no,6,aug,501,no
34,services,married,secondary,no,2956,no,6,aug,835,no
35,management,divorced,tertiary,no,146,no,6,aug,720,no
36,management,divorced,tertiary,yes,36,no,6,aug,836,no
45,management,divorced,tertiary,no,1,no,6,aug,490,no
47,technician,married,secondary,no,2480,no,6,aug,763,no
42,technician,married,tertiary,no,14282,yes,6,aug,649,no
40,management,single,tertiary,no,0,no,6,aug,641,no
40,technician,divorced,secondary,no,311,no,6,aug,738,no
32,technician,married,secondary,no,560,no,6,aug,1044,no
33,technician,single,secondary,no,3059,no,6,aug,482,yes
32,self-employed,married,tertiary,no,1423,no,6,aug,1249,no
46,blue-collar,married,primary,no,874,no,6,aug,996,no
50,admin.,married,secondary,no,706,yes,6,aug,1250,no
51,blue-collar,married,primary,no,7098,no,6,aug,1471,no
30,management,single,tertiary,no,5389,no,6,aug,1456,no
39,technician,single,secondary,no,1104,no,7,aug,395,no
47,admin.,married,secondary,no,3070,no,7,aug,663,no
40,technician,divorced,secondary,no,0,no,7,aug,674,no
50,blue-collar,married,primary,no,4108,yes,7,aug,526,no
60,management,married,tertiary,no,0,no,7,aug,401,no
32,management,single,tertiary,no,4291,no,7,aug,1321,no
57,technician,married,tertiary,no,6822,no,7,aug,797,no
41,self-employed,married,tertiary,no,231,no,7,aug,352,no
50,technician,married,secondary,no,3176,no,7,aug,670,no
46,technician,divorced,secondary,no,-824,yes,7,aug,429,no
31,management,married,tertiary,no,676,no,7,aug,1182,no
36,technician,single,secondary,no,651,no,7,aug,876,no
45,technician,divorced,secondary,no,2657,no,7,aug,895,no
33,technician,divorced,secondary,no,801,no,7,aug,341,no
47,services,married,secondary,no,405,no,8,aug,994,yes
35,management,married,tertiary,no,82,no,8,aug,507,no
38,management,married,tertiary,no,179,no,8,aug,317,no
33,management,married,tertiary,no,1047,no,8,aug,512,no
44,technician,single,secondary,no,7138,no,8,aug,809,no
31,management,single,tertiary,no,165,no,8,aug,523,yes
31,management,single,tertiary,no,37,no,8,aug,669,no
49,services,married,secondary,no,823,no,8,aug,780,no
52,services,married,primary,no,1625,no,8,aug,459,no
31,technician,married,tertiary,no,120,no,8,aug,1000,no
35,management,married,tertiary,no,2957,yes,8,aug,733,yes
31,management,single,tertiary,no,2,no,8,aug,848,no
36,technician,divorced,secondary,no,1,no,8,aug,1242,no
39,management,married,tertiary,no,1795,no,8,aug,922,no
46,management,married,tertiary,no,4,no,8,aug,1206,no
48,blue-collar,married,primary,no,476,no,11,aug,856,no
36,management,married,tertiary,no,9,no,11,aug,386,no
30,management,married,tertiary,no,131,yes,11,aug,384,no
33,management,single,tertiary,no,1120,no,11,aug,1070,no
57,housemaid,married,primary,no,2785,no,11,aug,610,no
33,management,single,tertiary,no,0,no,11,aug,699,no
35,management,married,tertiary,no,43,no,11,aug,917,no
53,management,married,tertiary,no,0,no,11,aug,608,no
41,management,married,secondary,no,456,yes,11,aug,734,no
32,management,single,secondary,no,2018,no,11,aug,1238,no
41,management,married,tertiary,no,0,no,11,aug,1242,no
35,technician,single,secondary,no,354,no,11,aug,444,no
48,blue-collar,married,primary,no,719,no,11,aug,418,yes
34,management,married,tertiary,no,828,no,11,aug,1080,yes
47,blue-collar,married,secondary,no,2787,no,11,aug,479,no
46,unemployed,married,secondary,no,2551,no,12,aug,645,no
60,retired,married,secondary,no,2722,no,12,aug,506,no
39,management,married,secondary,no,1880,no,12,aug,768,no
57,blue-collar,married,primary,no,2112,no,12,aug,1134,no
36,unemployed,divorced,secondary,no,871,no,12,aug,396,no
30,management,married,secondary,no,850,no,12,aug,507,no
33,technician,married,secondary,no,3243,no,12,aug,439,no
30,management,married,tertiary,no,1567,yes,12,aug,1133,no
36,technician,single,secondary,yes,12,no,12,aug,587,no
49,blue-collar,married,primary,no,128,no,12,aug,696,no
49,blue-collar,married,secondary,no,553,no,12,aug,645,no
40,unemployed,divorced,secondary,no,1694,no,12,aug,473,no
49,blue-collar,married,primary,no,408,no,12,aug,559,no
38,management,married,tertiary,no,1223,no,12,aug,1092,no
31,management,single,tertiary,no,1858,no,12,aug,453,no
34,management,married,tertiary,no,520,yes,12,aug,1307,no
39,management,married,tertiary,no,271,yes,12,aug,1344,no
40,management,married,secondary,no,4396,no,12,aug,432,no
47,technician,married,secondary,no,568,yes,12,aug,1613,no
37,technician,single,secondary,no,3665,no,12,aug,664,no
44,technician,single,secondary,no,244,yes,12,aug,1735,no
55,management,married,tertiary,no,568,no,12,aug,940,no
40,technician,married,secondary,no,42,no,13,aug,1842,no
54,retired,married,primary,no,309,no,13,aug,969,no
35,technician,married,secondary,no,-180,no,13,aug,823,yes
32,technician,single,tertiary,no,34646,no,13,aug,618,no
36,management,divorced,tertiary,no,59,no,13,aug,526,no
37,management,married,tertiary,no,4436,no,13,aug,846,no
37,technician,single,secondary,no,-242,yes,13,aug,1149,no
50,self-employed,married,secondary,no,10052,no,13,aug,665,no
58,retired,married,tertiary,no,0,no,13,aug,641,no
52,technician,divorced,secondary,no,152,no,13,aug,404,no
31,management,married,tertiary,no,156,no,13,aug,657,no
40,management,married,tertiary,no,66,no,13,aug,737,no
34,management,single,tertiary,no,9827,yes,13,aug,871,no
53,services,married,secondary,no,6170,no,13,aug,838,no
43,management,married,tertiary,no,2383,no,13,aug,379,no
30,technician,single,tertiary,no,635,no,13,aug,851,no
34,technician,single,secondary,no,16,no,13,aug,990,no
48,admin.,divorced,secondary,no,362,no,13,aug,529,no
33,management,married,tertiary,no,191,no,13,aug,1148,no
37,management,single,tertiary,no,455,yes,13,aug,904,no
57,technician,divorced,secondary,no,3043,no,14,aug,707,no
55,retired,married,primary,no,3334,no,14,aug,632,no
34,technician,married,tertiary,no,8029,yes,14,aug,593,no
